wtM_koH_1,wtM_koH_2,wtH_koM_1,wtH_koM_2,Log2_FC,STDEV,Location,t_test,T-test Difference ,T-test Significant ,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Score,Intensity L,Intensity M,Intensity H,Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers
0.071102895,0.20097895,0.074231476,0.08488071,0.107798507,0.06239961,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17289661}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:27137183}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17289661}. Nucleus {ECO:0000269|PubMed:27137183}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:27137183}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs.",0.040785057,0.107798507,+,9,34.6,34.6,13.3,70.051,323.31,1960000000,1858500000,2138800000,P0DMV9;P0DMV8,P0DMV9;P0DMV8,Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A,HSPA1B;HSPA1A,sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1
0.01549094,0.189581484,0.170822397,0.049909521,0.106451085,0.086650688,SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,0.091108851,0.106451085,,13,39.6,39.6,39.6,34.985,323.31,440440000,995300000,1040000000,Q12841,Q12841,Follistatin-related protein 1,FSTL1,sp|Q12841|FSTL1_HUMAN Follistatin-related protein 1 OS=Homo sapiens OX=9606 GN=FSTL1 PE=1 SV=1
-1.824890018,-1.530819774,2.864196062,0.884949505,0.098358944,2.207690312,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27866708}.,0.934613203,0.098358944,,3,4.8,4.8,4.8,76.631,23.24,27290000,2743100,3764800,Q08188,Q08188,Protein-glutamine gamma-glutamyltransferase E;Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain;Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain,TGM3,sp|Q08188|TGM3_HUMAN Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4
-0.514501095,-1.027224779,0.893051505,1.011710286,0.090758979,1.017849375,Single-pass type I membrane protein. Secreted {ECO:0000250}. Note=A secreted form is apparently generated by shedding of the extracellular domain. {ECO:0000250}.;SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane;SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.,0.869822916,0.090758979,,8,3.6,3.6,3.6,254.58,265.29,1802000000,59942000,93723000,P23471,P23471,Receptor-type tyrosine-protein phosphatase zeta,PTPRZ1,sp|P23471|PTPRZ_HUMAN Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4
-1.104940414,-1.932854891,1.767273426,1.632640481,0.09052965,1.889692143,"Peripheral membrane protein {ECO:0000269|PubMed:22781308}. Note=Cytoplasmic in a soluble and membrane-associated form.;SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000269|PubMed:22781308}. Cell junction, desmosome {ECO:0000269|PubMed:22781308}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22781308}. Membrane {ECO:0000269|PubMed:22781308}",0.929709794,0.09052965,,12,18.7,18.7,18.7,81.744,95.161,480370000,23066000,75442000,P14923,P14923,Junction plakoglobin,JUP,sp|P14923|PLAK_HUMAN Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3
0.224705055,0.01249002,0.107553929,0.015354816,0.090025955,0.100055468,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component.",0.169761348,0.090025955,,57,39.5,39.5,39.5,198.04,323.31,2280600000,10115000000,9361500000,P07942,P07942,Laminin subunit beta-1,LAMB1,sp|P07942|LAMB1_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2
-0.100170329,NaN,NaN,0.277151585,0.088490628,0.266806884,SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,0.720791912,0.088490628,,4,10.7,10.7,10.7,54.066,26.551,10199000,43791000,54138000,Q9BTY2,Q9BTY2,Plasma alpha-L-fucosidase,FUCA2,sp|Q9BTY2|FUCO2_HUMAN Plasma alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA2 PE=1 SV=2
-0.033088259,NaN,0.283092022,-0.038643397,0.070453455,0.184171347,Single-pass type I membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Membrane {ECO:0000305},0.575738707,0.070453455,,6,4.5,4.5,4.5,142.29,42.173,15860000,96146000,96661000,Q5VU97,Q5VU97,VWFA and cache domain-containing protein 1,CACHD1,sp|Q5VU97|CAHD1_HUMAN VWFA and cache domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CACHD1 PE=2 SV=2
NaN,0.20119454,-0.063303657,NaN,0.068945441,0.187028468,Cytoplasm,0.694062341,0.068945441,,3,8.4,8.4,8.4,28.68,19.516,116270000,12019000,6227200,P62753,P62753,40S ribosomal protein S6,RPS6,sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1
0.021555446,0.00731853,0.122606538,0.066812508,0.054573255,0.051966373,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane.",0.126525496,0.054573255,,29,28.5,27.7,27.7,136.38,323.31,1155300000,5211600000,5015400000,P14543,P14543,Nidogen-1,NID1,sp|P14543|NID1_HUMAN Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3
-0.522859216,NaN,0.726046383,-0.062851518,0.04677855,0.631629134,"Peripheral membrane protein {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}. Note=Recycles between the cytosol and the Golgi apparatus during interphase. During interphase, the phosphorylated form is found exclusively in cytosol;SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}. Golgi apparatus membrane {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999};the unphosphorylated form is associated with Golgi apparatus membranes. {ECO:0000269|PubMed:19454686, ECO:0000269|PubMed:9478999}.",0.909666053,0.04677855,,6,7.1,7.1,7.1,107.89,41.128,139030000,10159000,5413500,O60763,O60763,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2
-2.622157335,-1.921245933,3.524439812,1.171014547,0.038012773,2.849214289,"Single-pass membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}. Nucleus membrane {ECO:0000305}",0.980388301,0.038012773,,2,1.6,1.6,1.6,143.7,11.051,11615000,967270,4651200,Q5JTH9,Q5JTH9,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2
-0.884089887,1.234058022,-0.22988984,0.005759195,0.031459373,0.885708355,Secreted,0.94783824,0.031459373,,7,21.6,21.6,19.6,64.953,189.29,452740000,67564000,73873000,Q9UNF1,Q9UNF1,Melanoma-associated antigen D2,MAGED2,sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2
0.043289173,0.093032405,-0.058427922,NaN,0.025964552,0.077202102,Single-pass type I membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Membrane {ECO:0000305},0.619139078,0.025964552,,6,13.9,13.9,13.9,65.075,156.48,12700000,169540000,155080000,Q9NZ53;REV__Q9NZ53,Q9NZ53,Podocalyxin-like protein 2,PODXL2,sp|Q9NZ53|PDXL2_HUMAN Podocalyxin-like protein 2 OS=Homo sapiens OX=9606 GN=PODXL2 PE=1 SV=1
NaN,0.206978112,0.169283703,-0.308984011,0.022425935,0.287627592,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:20969804, ECO:0000269|PubMed:24706764}.",0.90494072,0.022425935,,4,7.7,7.7,7.7,64.672,38.95,7809200,82569000,88334000,Q8TB73,Q8TB73,Protein NDNF,NDNF,sp|Q8TB73|NDNF_HUMAN Protein NDNF OS=Homo sapiens OX=9606 GN=NDNF PE=1 SV=2
-0.07628534,0.224148765,0.755314887,-0.851365149,0.012953291,0.670997806,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.971627692,0.012953291,,4,15.5,15.5,15.5,41.654,74.973,420340000,28884000,26607000,P21810,P21810,Biglycan,BGN,sp|P21810|PGS1_HUMAN Biglycan OS=Homo sapiens OX=9606 GN=BGN PE=1 SV=2
0.220278084,NaN,-0.255718321,0.047259234,0.003939666,0.240936886,Single-pass type I membrane protein.;SUBCELLULAR LOCATION: Cell membrane,0.979977668,0.003939666,,5,4.3,4.3,4.3,160.01,35.206,26543000,173760000,173120000,Q92859,Q92859,Neogenin,NEO1,sp|Q92859|NEO1_HUMAN Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2
-0.185993314,0.022375602,0.09098883,0.086512052,0.003470792,0.130140049,"most of the protein is present in intracellular vesicles (PubMed:20580937). During maturation, the immature APP (N-glycosylated in the endoplasmic reticulum) moves to the Golgi complex where complete maturation occurs (O-glycosylated and sulfated). After alpha-secretase cleavage, soluble APP is released into the extracellular space and the C-terminal is internalized to endosomes and lysosomes. Some APP accumulates in secretory transport vesicles leaving the late Golgi compartment and returns to the cell surface. APP sorts to the basolateral surface in epithelial cells. During neuronal differentiation, the Thr-743 phosphorylated form is located mainly in growth cones, moderately in neurites and sparingly in the cell body (PubMed:10341243). Casein kinase phosphorylation can occur either at the cell surface or within a post-Golgi compartment. Associates with GPC1 in perinuclear compartments. Colocalizes with SORL1 in a vesicular pattern in cytoplasm and perinuclear regions. {ECO:0000269|PubMed:10341243, ECO:0000269|PubMed:20580937}.;Single-pass type I membrane protein {ECO:0000269|PubMed:2900137, ECO:0000269|PubMed:30630874, ECO:0000305|PubMed:22584060}. Perikaryon {ECO:0000269|PubMed:10341243}. Cell projection, growth cone {ECO:0000269|PubMed:10341243}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:20580937}. Early endosome {ECO:0000269|PubMed:20580937}. Cytoplasmic vesicle {ECO:0000269|PubMed:20580937, ECO:0000269|PubMed:25122912}. Note=Cell surface protein that rapidly becomes internalized via clathrin-coated pits. Only a minor proportion is present at the cell membrane;Single-pass type I membrane protein {ECO:0000269|PubMed:30630874, ECO:0000305|PubMed:10383380, ECO:0000305|PubMed:25122912}. Membrane {ECO:0000269|PubMed:2900137, ECO:0000305|PubMed:22584060};SUBCELLULAR LOCATION: [Amyloid-beta protein 42]: Cell surface. Note=Associates with FPR2 at the cell surface and the complex is then rapidly internalized. {ECO:0000269|PubMed:11689470}.;SUBCELLULAR LOCATION: [Gamma-secretase C-terminal fragment 59]: Nucleus {ECO:0000269|PubMed:11544248}. Cytoplasm {ECO:0000269|PubMed:11544248}. Note=Located to both the cytoplasm and nuclei of neurons. It can be translocated to the nucleus through association with APBB1 (Fe65) (PubMed:11544248). In dopaminergic neurons, the phosphorylated Thr-743 form is localized to the nucleus (By similarity). {ECO:0000250|UniProtKB:P12023, ECO:0000269|PubMed:11544248}.;SUBCELLULAR LOCATION: [Soluble APP-beta]: Secreted {ECO:0000269|PubMed:10656250, ECO:0000269|PubMed:2649245}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10383380, ECO:0000269|PubMed:20580937, ECO:0000269|PubMed:2649245, ECO:0000305|PubMed:25122912}",0.96081474,0.003470792,,26,35.7,35.7,34.7,86.942,323.31,2579400000,21432000000,22313000000,P05067,P05067,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,sp|P05067|A4_HUMAN Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3
-0.003746084,0.180495292,-0.020457489,-0.156080484,5.28E-05,0.138289791,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:12843317, ECO:0000269|PubMed:22610276}.",0.999438573,5.28E-05,,14,24.9,24.9,24.9,59.482,111.43,500630000,3710400000,3440600000,O43405,O43405,Cochlin,COCH,sp|O43405|COCH_HUMAN Cochlin OS=Homo sapiens OX=9606 GN=COCH PE=1 SV=1
-0.569296718,NaN,0.897705138,-0.355645299,-0.00907896,0.792530619,SUBCELLULAR LOCATION: Secreted.,0.985971122,-0.00907896,,2,16.3,16.3,16.3,16.84,12.741,16998000,5430800,4411300,P34096,P34096,Ribonuclease 4,RNASE4,sp|P34096|RNAS4_HUMAN Ribonuclease 4 OS=Homo sapiens OX=9606 GN=RNASE4 PE=1 SV=3
-0.35422647,0.521763384,-0.22721909,-0.030707641,-0.022597454,0.386541208,"SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus speckle {ECO:0000269|PubMed:24100041}. Nucleus, nucleoplasm {ECO:0000269|PubMed:24100041}.",0.914310571,-0.022597454,,23,24.1,22.9,22.9,106.12,168.37,2114100000,238610000,88543000,Q9NYF8,Q9NYF8,Bcl-2-associated transcription factor 1,BCLAF1,sp|Q9NYF8|BCLF1_HUMAN Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2
0.044657428,-0.024603397,-0.017884372,-0.127021581,-0.03121298,0.071079639,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000305|PubMed:2583089}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:29777959}. Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix {ECO:0000269|PubMed:29777959}.",0.444464271,-0.03121298,,36,10.5,10.5,10.5,372.82,323.31,7181200000,37808000000,36531000000,P13611,P13611,Versican core protein,VCAN,sp|P13611|CSPG2_HUMAN Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=3
NaN,NaN,-0.612703621,0.52767086,-0.042516381,0.806366529,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14612387}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19029303}. Cytoplasm {ECO:0000269|PubMed:19029303}. Note=Loosely bound in the nucleus. May shuttle between the nucleus and the cytoplasm.;SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Loosely bound in the nucleus. May shuttle between the nucleus and the cytoplasm.,0.952617721,-0.042516381,,4,15.3,15.3,15.3,38.58,25.797,3721700,19473000,17382000,Q15366;P57721;Q15365,Q15366;P57721;Q15365,Poly(rC)-binding protein 2;Poly(rC)-binding protein 3;Poly(rC)-binding protein 1,PCBP2;PCBP3;PCBP1,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;sp|P57721|PCBP3_HUMAN Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=2 SV=2;sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606
-0.47705552,NaN,NaN,0.375067294,-0.050994113,0.60254182,"Cytoplasmic side {ECO:0000269|PubMed:11402068}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:O55222}. Cytoplasm, myofibril, sarcomere {ECO:0000269|PubMed:11402068}.;Peripheral membrane protein;SUBCELLULAR LOCATION: Cell junction, focal adhesion {ECO:0000269|PubMed:11402068, ECO:0000269|PubMed:12167643}. Cell membrane",0.924165475,-0.050994113,,5,11.7,11.7,11.7,51.419,29.945,34306000,1102500,2358700,Q13418,Q13418,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2
-0.116897069,0.019799059,0.09193667,-0.215027049,-0.055047097,0.137386534,"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250|UniProtKB:Q7TNC4}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TNC4}. Note=Colocalizes with SCNM1 and SNRNP70 in nuclear speckles. {ECO:0000250|UniProtKB:Q7TNC4}.",0.481527086,-0.055047097,,2,11.7,11.7,6.6,46.513,56.268,192120000,66581000,61685000,Q9Y383,Q9Y383,Putative RNA-binding protein Luc7-like 2,LUC7L2,sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2
-1.781023979,NaN,1.46863544,0.097476006,-0.071637511,1.631416906,"Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q63373}.;Single-pass type I membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Cell junction, synapse, presynaptic cell membrane {ECO:0000250|UniProtKB:Q63373};SUBCELLULAR LOCATION: Cell junction, synapse, presynaptic cell membrane {ECO:0000305};SUBCELLULAR LOCATION: Membrane {ECO:0000305}",0.946297562,-0.071637511,,14,11.4,11.4,11.4,161.88,112,243490000,5366100,6311100,Q9ULB1;Q9Y4C0;P58400,Q9ULB1,Neurexin-1,NRXN1,sp|Q9ULB1|NRX1A_HUMAN Neurexin-1 OS=Homo sapiens OX=9606 GN=NRXN1 PE=2 SV=1
0.542752385,0.804047704,-0.87898463,-0.75552696,-0.071927875,0.868679717,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:Q2YGT9}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:Q2YGT9, ECO:0000269|PubMed:25957688}.",0.879000397,-0.071927875,,5,17,17,17,32.728,30.483,137890000,18556000,12479000,Q02878,Q02878,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3
1.033923864,-0.05644469,-0.916126311,-0.358176559,-0.074205924,0.820109007,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20123736, ECO:0000269|PubMed:23525231}. Nucleus, nucleoplasm {ECO:0000269|PubMed:24100041}. Nucleus speckle {ECO:0000269|PubMed:24100041}.",0.867929656,-0.074205924,,25,25.7,25.7,25.7,108.66,323.31,2656000000,787200000,144060000,Q9Y2W1,Q9Y2W1,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2
2.723753452,-0.994724452,NaN,-1.964601278,-0.078524093,2.474820164,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10956412, ECO:0000269|PubMed:14970861}. Note=Seems to also be secreted in plasma by cancerous cells but at a low level.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10956412}. Note=Seems to also be secreted in plasma by cancerous cells but at a low level.",0.961169119,-0.078524093,,4,11.3,11.3,11.3,44.564,25.794,31193000,8777900,4099900,P29508;P48594,P29508;P48594,Serpin B3;Serpin B4,SERPINB3;SERPINB4,sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2;sp|P48594|SPB4_HUMAN Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2
0.792456985,1.62100029,-1.479150295,-1.26496315,-0.082664043,1.529304199,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Located to stage I to stage IV melanosomes.,0.920735849,-0.082664043,,7,42.4,35.1,35.1,27.745,141.66,411280000,147620000,76545000,P63104,P63104,14-3-3 protein zeta/delta,YWHAZ,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1
-0.729095876,-0.17555657,0.330558449,0.21138601,-0.090676997,0.477306529,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.729283959,-0.090676997,,17,6.2,6.2,6.2,261.33,152.7,7109600000,139150000,472370000,P16112,P16112,Aggrecan core protein;Aggrecan core protein 2,ACAN,sp|P16112|PGCA_HUMAN Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=3
-0.125915512,-0.087598614,-0.054197557,-0.09705434,-0.091191506,0.029561183,SUBCELLULAR LOCATION: Secreted.,0.008571601,-0.091191506,+,3,14.1,14.1,14.1,24.399,89.088,176470000,1315300000,1224200000,P16035,P16035,Metalloproteinase inhibitor 2,TIMP2,sp|P16035|TIMP2_HUMAN Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2
NaN,-0.751720726,0.564622045,NaN,-0.093549341,0.9307949,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25064856}. Nucleus {ECO:0000269|PubMed:24648518}. Note=Phosphorylation by CSK promotes cleavage and SUMOylation-dependent nuclear translocation of the C-terminal cleavage product. {ECO:0000269|PubMed:24648518}.,0.910115968,-0.093549341,,3,3.6,3.6,3.6,95.337,18.291,11324000,9528700,19864000,P13639,P13639,Elongation factor 2,EEF2,sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4
-0.031536311,0.019813819,-0.16433458,-0.220160335,-0.099054352,0.111976925,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",0.175008694,-0.099054352,,13,40.3,40.3,40.3,49.124,239.03,506130000,2085100000,1985900000,Q08629;Q9BQ16,Q08629,Testican-1,SPOCK1,sp|Q08629|TICN1_HUMAN Testican-1 OS=Homo sapiens OX=9606 GN=SPOCK1 PE=1 SV=1
-0.248049021,-0.301353604,0.182946518,-0.043779753,-0.102558965,0.220344459,Single-pass type I membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:30623799};Single-pass type I membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:30623799}.;SUBCELLULAR LOCATION: [Isoform 2]: Secreted.;SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305|PubMed:30623799},0.42057423,-0.102558965,,12,17,17,17,103.13,220.22,780390000,486430000,400180000,O14786,O14786,Neuropilin-1,NRP1,sp|O14786|NRP1_HUMAN Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3
0.102170996,-0.110496871,-0.100731507,-0.31207931,-0.105284173,0.169164393,SUBCELLULAR LOCATION: Secreted.,0.301601007,-0.105284173,,3,5.9,5.9,5.9,54.731,23.008,302770000,21504000,19627000,P00742,P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,sp|P00742|FA10_HUMAN Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2
NaN,NaN,-0.373626322,0.151858747,-0.110883787,0.371574055,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12482924}. Cell junction, hemidesmosome {ECO:0000269|PubMed:12482924}.;SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15671067, ECO:0000269|PubMed:23398049}. Cell junction, hemidesmosome {ECO:0000269|PubMed:23398049}. Cell junction, tight junction {ECO:0000269|PubMed:23398049}. Cell projection {ECO:0000269|PubMed:23398049}. Apicolateral cell membrane {ECO:0000250|UniProtKB:Q8R0W0}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q8R0W0}. Cell junction {ECO:0000250|UniProtKB:Q8R0W0}. Note=May move dynamically from bundling intermediate filaments in the cytoplasm or at the cell periphery and reinforcing them (PubMed:23398049). Decorates the keratin intermediate filaments (IF) network and partially that of vimentin (PubMed:15671067). {ECO:0000269|PubMed:15671067, ECO:0000269|PubMed:23398049}.",0.745767374,-0.110883787,,2,0.6,0.6,0.6,531.78,11.926,22312000,6898000,2711200,Q15149;P58107,Q15149;P58107,Plectin;Epiplakin,PLEC;EPPK1,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3
